City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,college,64.8569,-147.8028,43.11,80,100,3.15,US,1713836183
284,nyzhni sirohozy,46.8484,34.3804,49.57,88,100,3.85,UA,1713836183
285,wheelersburg,38.7304,-82.8555,45.54,70,55,3.49,US,1713836183
286,nelson bay,-32.7167,152.15,73.94,53,0,8.84,AU,1713836183
287,el porvenir,13.7617,-87.3458,73.45,92,100,4.25,HN,1713836184
288,yorkton,51.2167,-102.4677,42.22,79,100,17.74,CA,1713835972
289,porto novo,6.4965,2.6036,82.44,83,99,6.02,BJ,1713836184
290,rongelap,11.1635,166.8941,81.12,86,100,19.08,MH,1713836184
291,jakar,27.5492,90.7525,53.46,75,76,3.78,BT,1713836184
292,sargatskoye,55.6101,73.4972,26.53,46,16,12.21,RU,1713836184
293,princeville,45.7668,-61.2985,30.81,54,0,8.08,CA,1713836185
294,santa cruz,-17.8,-63.1667,76.01,88,78,10.38,BO,1713836185
295,pacocha,-17.5833,-71.3333,68.7,87,70,2.82,PE,1713836185
296,beyneu,45.3167,55.2,67.05,37,72,2.39,KZ,1713836186
297,yelizovo,53.1873,158.3805,42.44,62,38,3.27,RU,1713836186
298,st. john's,47.5649,-52.7093,37.26,85,100,9.86,CA,1713836186
299,borkum,53.5809,6.6915,42.28,54,46,1.32,DE,1713836186
300,ebon,4.582,168.6964,83.41,78,96,15.95,MH,1713836186
301,nikolayevsk-on-amure,53.1406,140.73,47.12,50,10,4.7,RU,1713836187
302,vilyuysk,63.7553,121.6247,33.55,93,100,2.3,RU,1713836187
303,nadi,-17.8,177.4167,88.0,66,100,4.61,FJ,1713836187
304,port arthur,38.8,121.2667,52.88,88,100,18.03,CN,1713836187
305,medicine hat,50.0501,-110.6683,52.9,39,45,12.01,CA,1713835952
306,tralee,52.2704,-9.7026,43.14,95,25,2.77,IE,1713836188
307,debre werk',10.6667,38.1667,60.4,50,11,2.3,ET,1713836188
308,zapata,26.9073,-99.2714,62.6,83,100,5.82,US,1713836188
309,ola,59.5833,151.2833,31.17,87,12,3.22,RU,1713836188
310,badulla,6.9895,81.0557,77.04,76,59,1.59,LK,1713836188
311,ballina,-28.8667,153.5667,71.76,65,85,9.73,AU,1713836189
312,malabar,-33.9667,151.25,70.41,58,0,12.39,AU,1713836189
313,novodvinsk,64.4165,40.8122,29.59,91,100,14.58,RU,1713836189
314,kirakira,-10.4544,161.9205,85.6,73,32,2.62,SB,1713836189
315,pangody,65.85,74.4859,8.42,92,99,16.31,RU,1713836189
316,camaqua,-30.8511,-51.8122,64.94,83,100,3.22,BR,1713836190
317,acapulco de juarez,16.8634,-99.8901,74.34,70,0,4.72,MX,1713835972
318,dakhla,23.6848,-15.958,64.54,88,13,17.74,EH,1713836190
319,cambridge,43.3601,-80.3127,43.41,65,100,9.98,CA,1713835983
320,coquimbo,-29.9533,-71.3436,60.98,88,0,3.38,CL,1713835996
321,patnanungan,14.7833,122.1833,85.3,68,100,8.28,PH,1713836190
322,minas de marcona,-15.2119,-75.1103,62.02,84,51,9.55,PE,1713836191
323,port lincoln,-34.7333,135.8667,65.8,72,100,20.07,AU,1713836191
324,abalak,58.1286,68.5944,26.49,58,95,5.28,RU,1713836191
325,vorgashor,67.5833,63.95,4.24,84,21,8.79,RU,1713836191
326,coahuayana de hidalgo,18.7,-103.6583,71.87,82,3,1.25,MX,1713836191
327,wajir,1.7471,40.0573,76.03,89,99,7.76,KE,1713836192
328,alaghsas,17.0187,8.0168,88.52,9,46,11.34,NE,1713836192
329,ciudad guayana,8.3533,-62.6528,83.05,56,87,10.78,VE,1713836192
330,fontanelas,38.8472,-9.4372,59.97,53,1,7.09,PT,1713836192
331,jwaneng,-24.6004,24.7303,66.88,30,0,3.27,BW,1713836192
332,celestun,20.8667,-90.4,78.35,80,0,17.67,MX,1713836193
333,gaigeturi,33.4644,126.3183,61.14,80,68,20.51,KR,1713836193
